Date,Actual,Predicted
2024-11-06,145.59996032714844,142.1393775485126
2024-11-07,148.8697509765625,142.44761950557452
2024-11-08,147.6198272705078,143.54156482680585
2024-11-11,145.24998474121094,144.82354717838965
2024-11-12,148.27976989746094,145.87079548064415
2024-11-13,146.25991821289062,147.05959195334847
2024-11-14,146.7498779296875,147.91797058895375
2024-11-15,141.97021484375,148.54773505201095
2024-11-18,140.1403350830078,148.38525995596913
2024-11-19,146.99986267089844,146.99939234909246
2024-11-20,145.87994384765625,145.63259211341168
2024-11-21,146.65989685058594,144.7630977832446
2024-11-22,141.94021606445312,144.2565496148368
2024-11-25,136.01063537597656,143.4590783243398
2024-11-26,136.9105682373047,141.9471357048615
2024-11-27,135.33067321777344,141.31015506056568
2024-11-29,138.240478515625,140.5762833058698
2024-12-02,138.62045288085938,140.0125885329608
2024-12-03,140.25033569335938,139.51288185945808
2024-12-04,145.1300048828125,139.11110709172638
2024-12-05,145.05999755859375,138.96729692600368
2024-12-06,142.44000244140625,139.16220320580445
2024-12-09,138.80999755859375,139.2411926358241
2024-12-10,135.07000732421875,138.76946254189264
2024-12-11,139.30999755859375,137.5216737875626
2024-12-12,137.33999633789062,136.57231575926428
2024-12-13,134.25,135.62904985320395
2024-12-16,132.0,134.32739646910912
2024-12-17,130.38999938964844,132.60670499139636
2024-12-18,128.91000366210938,130.48007556446808
2024-12-19,130.67999267578125,128.07206363968433
2024-12-20,134.6999969482422,125.94560074001541
2024-12-23,139.6699981689453,124.58777216043225
2024-12-24,140.22000122070312,124.5018024627914
2024-12-26,139.92999267578125,125.24780989151262
2024-12-27,137.00999450683594,126.42086953820811
2024-12-30,137.49000549316406,127.37570215015765
2024-12-31,134.2899932861328,128.21451383278898
