Epoch,loss,val_loss
0,0.03759116679430008,0.004316085483878851
1,0.010020212270319462,0.0019188247388228774
2,0.0064916848205029964,0.0027377267833799124
3,0.006296134553849697,0.0032949813175946474
4,0.0068705081939697266,0.005614780355244875
5,0.007696532178670168,0.002062789397314191
6,0.006722335238009691,0.001198727055452764
7,0.0044644479639828205,0.001149817369878292
8,0.00429309019818902,0.0018622878706082702
9,0.004325695335865021,0.0034689984750002623
10,0.004408561158925295,0.0016613785410299897
11,0.003870082553476095,0.0017814793391153216
12,0.00434520561248064,0.001678550150245428
13,0.004086324013769627,0.0015872570220381021
14,0.0037426617927849293,0.0011325825471431017
15,0.004339744336903095,0.0012805500300601125
16,0.003905625781044364,0.001153953722678125
17,0.0033901752904057503,0.0012596265878528357
18,0.0032079447992146015,0.0019221882103011012
19,0.004416393116116524,0.0013105227844789624
20,0.004433554131537676,0.0013116862392053008
21,0.004464034456759691,0.0011852594325318933
22,0.00324251689016819,0.0012675580801442266
23,0.003303422825410962,0.0012049839133396745
24,0.00386435491964221,0.001296840375289321
