Epoch,loss,val_loss
0,0.10941879451274872,0.01381927914917469
1,0.03013637289404869,0.01747669093310833
2,0.01386970467865467,0.006215004250407219
3,0.010799751617014408,0.003198876976966858
4,0.009547032415866852,0.003446855116635561
5,0.007744251284748316,0.001953758532181382
6,0.008073171600699425,0.002009619725868106
7,0.00769374705851078,0.0010455012088641524
8,0.007264133542776108,0.0008428933215327561
9,0.008488795720040798,0.000919030571822077
10,0.009272127412259579,0.0011111320927739143
11,0.006809369195252657,0.0009181848727166653
12,0.007081573363393545,0.0008780977805145085
13,0.007741909474134445,0.0008211496751755476
14,0.007222028449177742,0.0014499487588182092
15,0.007753510028123856,0.0008651782991364598
16,0.007591914851218462,0.0010684952139854431
17,0.005951091647148132,0.000785516225732863
18,0.005833734292536974,0.0007616140064783394
19,0.0058665284886956215,0.0008504181751050055
20,0.005074214655905962,0.0008029064047150314
21,0.0056350138038396835,0.0007171315373852849
22,0.005264680366963148,0.0007969869184307754
23,0.005025135353207588,0.0007367387297563255
24,0.004611261188983917,0.0006986060179769993
25,0.005670867394655943,0.0007722419104538858
26,0.004711837973445654,0.0007873112917877734
27,0.005322557408362627,0.00084149424219504
28,0.004724202677607536,0.0007130965241231024
29,0.004677109885960817,0.0009854581439867616
30,0.004148014821112156,0.0009009175118990242
31,0.004846702329814434,0.001347124925814569
32,0.00443221302703023,0.0008854689658619463
33,0.004298639949411154,0.0010189239401370287
34,0.004120189230889082,0.001223803497850895
