Epoch,loss,val_loss
0,0.05341428518295288,0.30246785283088684
1,0.016636142507195473,0.08939691632986069
2,0.009774061851203442,0.08769843727350235
3,0.008358481340110302,0.10377120971679688
4,0.007892883382737637,0.0704207569360733
5,0.00545862689614296,0.07590785622596741
6,0.006113395094871521,0.08905049413442612
7,0.005322007928043604,0.0805758461356163
8,0.005600667092949152,0.08423040807247162
9,0.004767637699842453,0.08774223178625107
10,0.004501528572291136,0.08831155300140381
11,0.00484846718609333,0.08987727016210556
12,0.004292109981179237,0.07932142913341522
13,0.0044748480431735516,0.10423832386732101
14,0.005343079101294279,0.1016075536608696
