Epoch,loss,val_loss
0,0.12569239735603333,0.21898750960826874
1,0.035205282270908356,0.4326627254486084
2,0.022853480651974678,0.2102244347333908
3,0.015767499804496765,0.17458398640155792
4,0.01187894120812416,0.12147580832242966
5,0.00962008349597454,0.08595626056194305
6,0.009746664203703403,0.07968077063560486
7,0.009561581537127495,0.07405116409063339
8,0.006999473087489605,0.0799737349152565
9,0.007697212044149637,0.08046220242977142
10,0.007801366038620472,0.07166894525289536
11,0.007156210485845804,0.07183438539505005
12,0.007088427897542715,0.08353119343519211
13,0.006573257502168417,0.07585364580154419
14,0.0065143476240336895,0.08627082407474518
15,0.005849828477948904,0.10612018406391144
16,0.0067211175337433815,0.10266955941915512
17,0.006105515174567699,0.08089018613100052
18,0.00582171930000186,0.08470649272203445
19,0.005356936249881983,0.0680517628788948
20,0.005751552525907755,0.0779515877366066
21,0.005641501396894455,0.07966280728578568
22,0.005754383280873299,0.08433576673269272
23,0.005417635198682547,0.08032415062189102
24,0.005193784832954407,0.07053493708372116
25,0.004965062253177166,0.08719255775213242
26,0.005703765898942947,0.10592427849769592
27,0.006178565323352814,0.11607106029987335
28,0.005264160223305225,0.09517700970172882
29,0.0048468876630067825,0.0790281668305397
