Date,Actual,Predicted
2024-11-06,213.39198303222656,200.9981987117571
2024-11-07,215.943115234375,205.31853471408246
2024-11-08,218.6729278564453,208.68770272089748
2024-11-11,214.285385131836,211.79797302441145
2024-11-12,211.2180633544922,211.62671314582983
2024-11-13,204.2098846435547,209.77553839424215
2024-11-14,204.4878387451172,205.571815118863
2024-11-15,199.6436462402344,204.42750368393897
2024-11-18,205.6591644287109,202.19321323765323
2024-11-19,199.59402465820312,202.3594653543623
2024-11-20,196.73516845703125,201.02867554415567
2024-11-21,196.74508666992188,199.3591666170614
2024-11-22,196.5465545654297,197.94085451522548
2024-11-25,201.4403686523437,197.1506998083714
2024-11-26,199.4748992919922,198.3011982394673
2024-11-27,197.7278289794922,196.99504486475777
2024-11-29,199.5543212890625,196.21042379453135
2024-12-02,200.2988128662109,195.68947712329825
2024-12-03,195.7822113037109,196.2734132320547
2024-12-04,195.2064666748047,195.74590109418202
2024-12-05,191.5733337402344,195.41562386067378
2024-12-06,191.6825408935547,193.6874639627858
2024-12-09,192.0299530029297,193.0827677529014
2024-12-10,188.7839508056641,191.32541383830537
2024-12-11,190.2928009033203,189.8754616053702
2024-12-12,190.302734375,190.99707278003186
2024-12-13,190.18360900878903,191.03694364782856
2024-12-16,188.0692596435547,190.52028763652922
2024-12-17,186.73907470703125,187.43987666096652
2024-12-18,183.64198303222656,185.86186595736214
2024-12-19,183.11587524414065,183.3984694094324
2024-12-20,185.49826049804688,181.56283983431783
2024-12-23,188.7442626953125,181.73119545004735
2024-12-24,191.02737426757807,185.02500002699523
2024-12-26,190.3225860595703,188.07768306092473
2024-12-27,189.776611328125,189.88294336893156
2024-12-30,186.58026123046875,190.02108907353974
2024-12-31,186.1335601806641,188.21206398035426
