Epoch,loss,val_loss
0,0.16078822314739227,0.20897142589092255
1,0.03430522605776787,0.03432070463895798
2,0.01899321936070919,0.03867269679903984
3,0.016064127907156944,0.015084536746144295
4,0.009457391686737537,0.003683482762426138
5,0.008933107368648052,0.0032385450322180986
6,0.006662811618298292,0.004457577597349882
7,0.006668503861874342,0.0050704218447208405
8,0.0067502879537642,0.003301887074485421
9,0.006827863864600658,0.0025810340885072947
10,0.006328013725578785,0.0023158229887485504
11,0.006088808178901672,0.001968163065612316
12,0.006323544774204493,0.0017913514748215675
13,0.008545463904738426,0.001694759470410645
14,0.006577450316399336,0.0015294316690415144
15,0.005659898277372122,0.0014682451728731394
16,0.0055834632366895676,0.0017201239243149757
17,0.005677090026438236,0.0018178177997469902
18,0.005526117514818907,0.0027383973356336355
19,0.005359473638236523,0.0018703998066484928
20,0.004601834807544947,0.0028121694922447205
21,0.004596157930791378,0.0027048035990446806
22,0.005134764593094587,0.002473465632647276
23,0.004898830316960812,0.0031435664277523756
24,0.00668305391445756,0.0016085172537714243
25,0.005121917929500341,0.002147383987903595
