Epoch,loss,val_loss
0,0.071842722594738,0.19908666610717773
1,0.01773296482861042,0.013369480147957802
2,0.010340342298150063,0.016540195792913437
3,0.006789263337850571,0.00826637540012598
4,0.005645509343594313,0.005086105316877365
5,0.005232537630945444,0.014611899852752686
6,0.0041100322268903255,0.008917944505810738
7,0.0047227246686816216,0.009387323632836342
8,0.003650495782494545,0.004086557310074568
9,0.003989967051893473,0.004211931489408016
10,0.004404512234032154,0.003987547010183334
11,0.0032198866829276085,0.004560717381536961
12,0.003924994263797998,0.004836324602365494
13,0.004661803599447012,0.0040288809686899185
14,0.003796430304646492,0.010505191050469875
15,0.004341238643974066,0.004572042264044285
16,0.004111351445317268,0.0035863621160387993
17,0.004247620701789856,0.011868873611092567
18,0.004299873486161232,0.0045008049346506596
19,0.003337533911690116,0.003003672929480672
20,0.0027126458007842302,0.002820494119077921
21,0.003005020786076784,0.0038755869027227163
22,0.0032913314644247293,0.003845467697829008
23,0.003474717028439045,0.003242689883336425
24,0.003308697370812297,0.003895505564287305
25,0.002803365234285593,0.0030164129566401243
26,0.002354575786739588,0.003548166947439313
27,0.0026807731483131647,0.004054298158735037
28,0.002395527670159936,0.004084690008312464
29,0.0023941814433783293,0.004803290590643883
30,0.0021943580359220505,0.005040349438786507
