Date,Actual,Predicted
2024-11-06,213.39198303222656,201.3994929406035
2024-11-07,215.943115234375,203.03857284209514
2024-11-08,218.6729278564453,205.80638713084042
2024-11-11,214.285385131836,209.1484168131719
2024-11-12,211.2180633544922,210.90103785497192
2024-11-13,204.2098846435547,211.06876799845483
2024-11-14,204.4878387451172,208.69497732167653
2024-11-15,199.6436462402344,206.50068522797662
2024-11-18,205.6591644287109,203.7144254838058
2024-11-19,199.59402465820312,202.1360203741351
2024-11-20,196.73516845703125,200.3213461112318
2024-11-21,196.74508666992188,198.21456834136185
2024-11-22,196.5465545654297,196.2647721536923
2024-11-25,201.4403686523437,194.78253439791294
2024-11-26,199.4748992919922,194.60918297200985
2024-11-27,197.7278289794922,194.70705543495566
2024-11-29,199.5543212890625,194.67039957418453
2024-12-02,200.2988128662109,195.2070547617768
2024-12-03,195.7822113037109,195.7583149255224
2024-12-04,195.2064666748047,195.6012855365261
2024-12-05,191.5733337402344,194.9477626524094
2024-12-06,191.6825408935547,193.58779874499302
2024-12-09,192.0299530029297,192.49498718097308
2024-12-10,188.7839508056641,191.60014355885502
2024-12-11,190.2928009033203,190.2266184569962
2024-12-12,190.302734375,189.39555706843382
2024-12-13,190.18360900878903,189.14264716632167
2024-12-16,188.0692596435547,189.01918611586004
2024-12-17,186.73907470703125,188.02844206112783
2024-12-18,183.64198303222656,186.92408515589338
2024-12-19,183.11587524414065,185.14131794536658
2024-12-20,185.49826049804688,183.58605132492082
2024-12-23,188.7442626953125,182.2506959657039
2024-12-24,191.02737426757807,182.92410249302336
2024-12-26,190.3225860595703,184.93985213956327
2024-12-27,189.776611328125,187.2550197328455
2024-12-30,186.58026123046875,188.7674673997462
2024-12-31,186.1335601806641,188.79313168135556
