Epoch,loss,val_loss
0,0.09373069554567337,0.00801729504019022
1,0.032194580882787704,0.0019397031283006072
2,0.015123497694730759,0.0027254712767899036
3,0.010027559474110603,0.0015497967833653092
4,0.008519303053617477,0.0017362709622830153
5,0.0081856157630682,0.0014843663666397333
6,0.007345608435571194,0.0014480359386652708
7,0.008277417160570621,0.0015163935022428632
8,0.008322875946760178,0.0014328729594126344
9,0.007842698134481907,0.0014802166260778904
10,0.00696449214592576,0.0014479983365163207
11,0.007255214266479015,0.0014500856632366776
12,0.006185539532452822,0.0020253213588148355
13,0.006375008262693882,0.0014461766695603728
14,0.005708858370780945,0.001480292296037078
15,0.006441409233957529,0.001443378278054297
16,0.005913444794714451,0.0015750472666695714
17,0.006145091261714697,0.0014604661846533418
18,0.005843996070325375,0.0018370896577835083
