Date,Actual,Predicted
2024-11-06,179.07020568847656,166.92033710806072
2024-11-07,183.31881713867188,166.71935665226874
2024-11-08,183.14927673339844,166.8145673801523
2024-11-11,178.43191528320312,167.0816576602133
2024-11-12,175.7490997314453,167.38383976588875
2024-11-13,173.1161651611328,167.70524524253142
2024-11-14,169.92471313476562,167.94970481473774
2024-11-15,164.39950561523438,168.02461380569412
2024-11-18,165.227294921875,167.85179068330172
2024-11-19,164.9081573486328,167.3932604907336
2024-11-20,162.8137664794922,166.78031428361783
2024-11-21,163.50192260742188,166.07509290039843
2024-11-22,163.7911376953125,165.34123491001947
2024-11-25,164.37957763671875,164.57881519900593
2024-11-26,164.29978942871094,163.76440926233818
2024-11-27,159.2433319091797,162.81472830691246
2024-11-29,161.6468963623047,161.64259692897758
2024-12-02,166.06504821777344,160.5100056362421
2024-12-03,167.70066833496094,159.70919909251415
2024-12-04,170.10423278808594,159.2273342587564
2024-12-05,170.01446533203125,159.16213805009238
2024-12-06,179.05026245117188,159.37188022930923
2024-12-09,178.4618377685547,160.12860107577035
2024-12-10,171.35089111328125,161.09832915393827
2024-12-11,182.71044921875,161.97606662479757
2024-12-12,180.17724609375,163.10597697993808
2024-12-13,224.1992950439453,164.31031705227497
2024-12-16,249.3319549560547,166.6492478875648
2024-12-17,239.5880584716797,170.16299852703696
2024-12-18,223.0224456787109,174.11240901434257
2024-12-19,217.7366180419922,177.87888669838094
2024-12-20,220.1999969482422,181.26941156096746
2024-12-23,232.3500061035156,184.47554333304925
2024-12-24,239.67999267578125,187.51464819977355
2024-12-26,245.3600006103516,190.277227084287
2024-12-27,241.75,192.87370765635296
2024-12-30,235.5800018310547,195.22039673563268
2024-12-31,231.83999633789065,197.23153427369743
