Date,Actual,Predicted
2024-11-06,90.58400726318358,83.12112844676903
2024-11-07,93.89233398437499,85.2985137004921
2024-11-08,93.75240325927734,87.8481463550147
2024-11-11,92.20318603515624,89.6244740535085
2024-11-12,92.73291778564452,90.2224555294124
2024-11-13,90.0242919921875,90.79589757312124
2024-11-14,90.65396881103514,90.32788037425325
2024-11-15,87.78543090820311,90.03516369463796
2024-11-18,88.66497802734375,88.96012991664384
2024-11-19,89.2946548461914,88.30893087913046
2024-11-20,89.81439971923827,88.35975476981002
2024-11-21,92.89283752441405,88.87114505631916
2024-11-22,92.46305847167967,89.71283897028297
2024-11-25,92.19319152832033,90.33812666348558
2024-11-26,93.09273529052733,90.50438059907992
2024-11-27,90.05427551269531,90.64036062463992
2024-11-29,92.64296722412108,89.66289907318424
2024-12-02,96.81084442138673,89.95368703953227
2024-12-03,95.86132812499999,91.83034800945006
2024-12-04,118.0900421142578,93.07617049530381
2024-12-05,113.31246948242188,99.241141728
2024-12-06,113.45240020751953,103.47418517132246
2024-12-09,106.9756851196289,106.38554340694554
2024-12-10,106.62586212158205,106.28619171280934
2024-12-11,111.3034896850586,105.58581622719885
2024-12-12,108.95468139648438,106.05349475320145
2024-12-13,120.70870971679688,105.99260252004933
2024-12-16,124.71667480468751,108.54860107639752
2024-12-17,112.19303894042967,111.93574302592015
2024-12-18,105.22657012939452,111.50132906355975
2024-12-19,109.05462646484378,109.12044733948642
2024-12-20,111.8432159423828,107.87174326416789
2024-12-23,113.7022705078125,107.77069246548672
2024-12-24,115.8911590576172,108.53796445233729
2024-12-26,115.65127563476562,109.23319096235036
2024-12-27,113.56233978271484,110.1447203691996
2024-12-30,111.60334014892578,110.37215928906699
2024-12-31,110.3939437866211,110.1730770464028
