Date,Actual,Predicted
2024-11-06,145.59996032714844,139.18671046747252
2024-11-07,148.8697509765625,138.85561264406445
2024-11-08,147.6198272705078,138.78222963177635
2024-11-11,145.24998474121094,138.83926521810466
2024-11-12,148.27976989746094,138.93071643803253
2024-11-13,146.25991821289062,139.18332441319902
2024-11-14,146.7498779296875,139.4832538845649
2024-11-15,141.97021484375,139.80702450856145
2024-11-18,140.1403350830078,140.00445645179573
2024-11-19,146.99986267089844,139.95072365611125
2024-11-20,145.87994384765625,140.0108399967376
2024-11-21,146.65989685058594,140.22010925265752
2024-11-22,141.94021606445312,140.590465877458
2024-11-25,136.01063537597656,140.94355917637225
2024-11-26,136.9105682373047,141.03381695094143
2024-11-27,135.33067321777344,140.9363013633188
2024-11-29,138.240478515625,140.5200387240234
2024-12-02,138.62045288085938,139.96587763671235
2024-12-03,140.25033569335938,139.3569984674323
2024-12-04,145.1300048828125,138.73243798122988
2024-12-05,145.05999755859375,138.30862610617717
2024-12-06,142.44000244140625,138.0439171501644
2024-12-09,138.80999755859375,137.88038738148
2024-12-10,135.07000732421875,137.70608885002414
2024-12-11,139.30999755859375,137.33646772061914
2024-12-12,137.33999633789062,136.96695760938704
2024-12-13,134.25,136.53413938505767
2024-12-16,132.0,136.02904833016922
2024-12-17,130.38999938964844,135.46232831204864
2024-12-18,128.91000366210938,134.79487317929127
2024-12-19,130.67999267578125,134.02822330904613
2024-12-20,134.6999969482422,133.20778513403005
2024-12-23,139.6699981689453,132.52887431355637
2024-12-24,140.22000122070312,132.1014057774337
2024-12-26,139.92999267578125,131.85298873829427
2024-12-27,137.00999450683594,131.7759421263004
2024-12-30,137.49000549316406,131.80455706036585
2024-12-31,134.2899932861328,131.96953006529796
