Epoch,loss,val_loss
0,0.04757615178823471,0.01660507172346115
1,0.01218461710959673,0.003978998400270939
2,0.006988945882767439,0.00430173147469759
3,0.006231497973203659,0.004152277018874884
4,0.004783542826771736,0.004157492890954018
5,0.004915792029350996,0.003833124414086342
6,0.004940345883369446,0.0037782061845064163
7,0.004246375989168882,0.00383036769926548
8,0.003939440939575434,0.004059072583913803
9,0.004265348426997662,0.0040627745911479
10,0.004269532859325409,0.004108963068574667
11,0.004286135546863079,0.004133717622607946
12,0.004322450142353773,0.004339937120676041
13,0.004807614255696535,0.004241870250552893
14,0.0035889404825866222,0.004332202021032572
15,0.004087458830326796,0.004353336524218321
16,0.0033023625146597624,0.004521094262599945
